code,libelle,type_officiel,region,adresse
050203,CENTRE MEDICO- SOCIAL SOLIDARITE,USP type II,MARITIME,DEVE A DJAGBLE
050204,CLINIQUE MEDICALE GAMESU,CHU,GRAND LOMÉ,"Lomé, AVEDJI-WESSOME, MAISON SIMLIWA;CARREFOUR ""QUATRIEME ZONE"
050205,CENTRE MEDICO- SOCIAL LA VIE,USP type II,GRAND LOMÉ,"ADIDOGOME-LEGBANOU, TOUT JUSTE DERRIERE LES RAILS"
050206,PHARMACIE LA FLAMME D'AMOUR,PHARMACIE,GRAND LOMÉ,"AGODEKE, GARE FERROVIAIRE AU BORD DE L'ANCIENNE N°2"
050209,CLINIQUE FADEL,CHU,GRAND LOMÉ,"Agoè Logopé sur l'ancienne rue CEDEAO, à 300m côté ouest de la Pharmacie Espace et Vie et du Cms MA Santé"
050210,CMS LERO,USP type II,GRAND LOMÉ,AGOE ASSIYEYE NON LOIN DU COLLEGE BOILEAU
050211,CLINIQUE KÔM- OMBO,CHU,GRAND LOMÉ,"AGOE-ASSIYEYE,A 100M DE LA PHARMACIE VITAS"
050213,PHARMACIE BONTE,PHARMACIE,MARITIME,ADIDOGOME WONYOME SUR LA ROUTE DE SEGBE EN FACE DE LA STATION SANOL
050214,CLINIQUE MEDICALE LA HARPE DE DAVID,CHU,GRAND LOMÉ,"AGOE - DALIKO, PRES DU CAMP DES GARDIENS DE PREFECTURE A 50M DU CARREFOUR EDEM (CÔTE OUEST)"
050215,MAISON MEDICALE,USP type II,MARITIME,"TONOUKOUTI, DANS LE CANTON D'ADETIKOPE A ENVIRON 300M DE L'ECOLE PRIMAIRE EVANGELIQUE EN ALLANT VERS DJAGBLE"
050216,PHARMACIE VOLONTAS DEÏ,PHARMACIE,GRAND LOMÉ,"QUARTIER AVEDJI, AU LIEU DIT CAREFOUR SUN CITY"
050217,CLINIQUE MEDICALE LE MILLENIUM,CHU,MARITIME,"Tsévié, Daviémondji, à 200 m de la route nationale N° 1 Dr AGBETIAFA Kossi, Médecin généraliste, Titulaire et Responsable de la clinique"
050219,CMS SALUT ET VIE,HOPITAL DE DISTRICT,GRAND LOMÉ,ADIDOGOME-YOKOE à 3 Km du CMS ADIDOGOME
050220,PHARMACIE BELIEVE,PHARMACIE,MARITIME,"TSEVIE, DAVIEMONDJI"
050222,CMS TOUT A MERVEILLE,USP type I,MARITIME,"AMEVO Kokouvi, Directeur Exécutif ADETIKOPE"
050223,USP HABITAT,USP type I,MARITIME,
050224,USP HANGOUME,USP type I,MARITIME,
050225,PHARMACIE BENEDICTA AURORA,PHARMACIE,MARITIME,"Dr ATIKPO-GAKPETSE Koffi Selom, Docteur en Pharmacie VOGAN-ADJREGO en face du CHP VOGAN"
050226,Infirmerie de la CNSS ANEHO,USP type I,MARITIME,KODJO Okoussou
050228,CMS de la Prison Civile Vogan,USP type I,MARITIME,"GOFFEY Ayito Smaïla, Infirmier du Corps de l'Administration Pénitentiaire"
050229,CENTRE DE SECOURS MEDICAL D'ATIYE- CONDJI,USP type I,MARITIME,"AGLAMEY Komi, Infirmier Auxiliaire d'Etat, Responsable Canton de Glidji"
050230,CENTRE MEDICO- SOCIAL DONUM DEI,USP type I,MARITIME,"M. AMEDOME Tinin Efadji, Assistant Médical 200 m du carrefour Agbata-Agbavi"
050231,USP GBOTO KOSSIDAME,USP type I,MARITIME,"Gboto, quartier Kossidamé"
050232,PHARMACIE ATLANTIQUE,PHARMACIE,GRAND LOMÉ,"""Agbavi, Carrefour Agbavi-Agbata Dr ATAYI Messan Adodo Cy-ka, Docteur en pharmacie, Titulaire et Responsable de la pharmacie"""
050233,USP AVOUTOKPA- MAWOUSSI,USP type I,MARITIME,"Avoutokpa, quartier Atchantidome"
050234,USP TANNOU,USP type I,MARITIME,"Tannou, quartier Ablogodo"
050235,CMS MONTS DES OLIVIERS,USP type II,MARITIME,"Quartier Foly Komè Rue Comoé en face de l'auberge de la mairie de Tabligbo. M. KOUDAN Ayawogan, Assistant Médical, Responsable."
050236,USP SEWOVE,USP type I,MARITIME,"Tsévié, Séwové"
050237,USP KLOKPOE,USP type I,MARITIME,"Tsévié, Bolou-Klokpoe"
050238,PHARMACIE BAKOE,PHARMACIE,MARITIME,"Apéssito, route non bitumée Légbassito - Mission tové non loin de l'Etat Civil Dr BAKONDE Abidé Gisèle, Docteur d'Etat en pharmacie, Titulaire et Responsable de la pharmacie"
050239,USP GBEMOU KONDJI,USP type I,MARITIME,"GBEMOU KONDJI M. AKAGAKOU Agbessimé, Responsable du centre"
050240,USP AGBADZANAKE,USP type I,MARITIME,"AGBADZANAKE M. LAMBONI Ardjouma, Responsable du centre"
050241,USP AZIAGBA-CONDJI,USP type I,MARITIME,"Aného, Habitat M. DANA Kolgma, IDE, Responsable du centre"
050242,USP KLIKAME,USP type I,MARITIME,"AFAGNAN, quartier KLIKAME M. ALAGBE Koffi Adeloyé, Responsable du centre"
050243,USP KPEME,USP type I,MARITIME,"Kpémé Mme AMEDORNU Akouvi Christelle Inès, IDE, Responsable du centre"
050244,CLINIQUE D'ACCOUCHEMENT EUTOCIQUE «LA NOBLESSE»,USP type II,MARITIME,"Apéssito-Avenyakè Mme SAFIOU Roubam, Sage-femme diplômée d'Etat, Responsable de la clinique"
050245,CLINIQUE MEDICALE SEMANOU,CHU,GRAND LOMÉ,"Apéssito, canton de Mission Tové"
050246,USP DZREKPO- HAGOU,USP type I,MARITIME,VOGAN
050247,USP DJEKOTOE,USP type I,MARITIME,Djekotoe
050248,PHARMACIE MAJESTE,PHARMACIE,MARITIME,Carrefour Dague-Gbodjome
050249,PHARMACIE DE L'AVE,PHARMACIE,MARITIME,"Assahoun, en face l'église catholique et du CHP"
050250,USP BOKO,USP type I,MARITIME,BOKO
050251,PHARMACIE KOBOYO,PHARMACIE,MARITIME,"Davié, route nationale N° 1 avant le péage de Tsévié, en face de la station Sanol"
050252,USP TANOU,USP type I,MARITIME,TANOU
050253,USP TONA KONDJI,USP type I,MARITIME,"TABLIGBO, TONA KONDJI"
050254,USP AKLADJENOU,USP type I,MARITIME,AKLADJENOU
050255,centre médico-social ATE AND CARIN HEMMES,USP type II,MARITIME,Noépé
050256,CABINET DE SOINS INFIRMIERS EBENEZER,USP type I,MARITIME,"Dzrekpo Dallas ; M. AGBEVIDE Komlan, IDE, Responsable du cabinet"
050257,PHARMACIE ELKANAH,PHARMACIE,MARITIME,"Tsévié, route nationale N° 1, face à la station TOTAL ; Dr Gomido SOSSOUKPE, Titulaire et Responsable de la pharmacie"
050258,PHARMACIE AGBELOUVE,PHARMACIE,MARITIME,"Agbélouvé, route nationale N° 1 non loin du marché"
050259,PHARMACIE VOGAN,PHARMACIE,MARITIME,"Vogan, à côté de SUNU BANK"
050260,PHARMACIE YOTO,PHARMACIE,MARITIME,"Tabligbo, Afonouvi Kome, en face de l'église méthodiste"
050261,INFIRMERIE DE LA SNPT HAHOTOE,INFIRMERIE,MARITIME,Hahotoe
050262,INFIRMERIE DE LA SNPT KPEME,INFIRMERIE,MARITIME,Kpémé
050263,USP ADJOGUIDI,USP type I,MARITIME,ADJOGUIDI
050264,USP SEDOKONDJI,USP type I,MARITIME,Sedokondji
050265,SERVICE DE SECURITE ET DE SANTE AU TRAVAIL DE DIAMOND CEMENT TOGO S.A.,INFIRMERIE,MARITIME,Dalavé
050266,PHARMACIE YASMEEN,PHARMACIE,MARITIME,"Adjido-Aného, face station TOTAL ENERGIE"
050267,INFIRMERIE WACEM TOGO,INFIRMERIE,MARITIME,Tabligbo
050268,USP LILIKOPE,USP type I,MARITIME,LILIKOPE
050269,USP GOKA KOPE,USP type I,MARITIME,GOKA KOPE
050270,USP DONON,USP type I,MARITIME,DONON
050271,USP GAME FOKPE,USP type I,MARITIME,Game Fokpé
050272,PHARMACIE DU LAC,PHARMACIE,MARITIME,"Agbodrafo, non loin de la Poste et de la Gendarmerie"
050273,PHARMACIE AJP- ABOLAVE,PHARMACIE,MARITIME,"Djagblé, route Abolavé à 50 m de l'Institut Scolaire le Sauveur"
050274,PHARMACIE SIKA,PHARMACIE,MARITIME,"Djagblé Hihéatro, à 200 m du complexe scolaire La Persévérance, route Akakopé-Bamakopé"
050275,USP AFIKOU KONDJI,USP type I,MARITIME,AFIKOU KONDJI
050276,USP AMEDJROVI KONDJI,USP type I,MARITIME,AMEDJROVI KONDJI
050277,PHARMACIE VERTS PÂTURAGES,PHARMACIE,MARITIME,"Noèpé, quartier Akplofimé"
050278,USP GAPE GUINDJI,USP type I,MARITIME,GAPE GUINDJI
050279,PHARMACIE ANFOIN,PHARMACIE,MARITIME,ANFOIN-KPOTA
050280,PHARMACIE HELENE,PHARMACIE,MARITIME,ZOGBEGAN EN FACE DU MARCHE D'AVETA
050281,PHARMACIE DE DAVIE,PHARMACIE,MARITIME,DAVIE
050282,PHARMACIE APESSITO,PHARMACIE,GRAND LOMÉ,"Apéssito, , sur la route AgoèNyivé/Mission Tové"
050283,CLINIQUE D'ACCOUCHEMENT EUTOCIQUE DEAGBE,USP type II,MARITIME,Mission Tové quartier apessito
050284,PHARMACIE EL JIREH,PHARMACIE,MARITIME,Tsévié
050285,HOPITAL BAPTISTE LA GRACE,HOPITAL DE DISTRICT,MARITIME,Akoumapé
050286,USP VODZE,USP type I,MARITIME,Vodze
050287,Centre Médico-sSocial JOSEPH NASCIMBENI,USP type II,MARITIME,Dagbati-Todome
050288,Centre Médico-Social SILO,HOPITAL DE DISTRICT,MARITIME,AGBATA-LANZO
050289,PHARMACIE LA PIERRE ANGULAIRE,PHARMACIE,MARITIME,Agovoudou
050290,INFIRMERIE SCANTOGO,INFIRMERIE,MARITIME,Tabligbo
050291,CABINET DE SOINS INFIRMIERS SANTE D'ABORD,USP type I,MARITIME,Davié-toumé
060002,CENTRE DE SANTE ADAKPAME,USP type II,GRAND LOMÉ,Adakpamé
060003,CMS ADJANGBAKOME,POLYCLINIQUE,GRAND LOMÉ,ADJANGBAKOME
060004,CENTRE DE SANTE DE LOME,HOPITAL DE DISTRICT,GRAND LOMÉ,LOME
060006,HOPITAL DE BE- KPOTA,HOPITAL DE DISTRICT,GRAND LOMÉ,"LOME, BE KPOTA ANFAME"
060007,CMS NUKAFU,USP type II,GRAND LOMÉ,NUKAFU
060008,CENTRE DE SANTE AMOUTIVE,USP type II,GRAND LOMÉ,AMOUTIVE
060009,CMS GBENYEDJI,USP type II,GRAND LOMÉ,GBENYIDJI
060010,HOPITAL DE BE,HOPITAL DE DISTRICT,GRAND LOMÉ,"Lomé, Bè Mme ADJEODA Azobua, Directrice de l'hôpital"
060011,CENTRE DE SANTE KODJOVIAKOPE,HOPITAL DE DISTRICT,GRAND LOMÉ,KODJOVIAKOPE
060012,CMS NYEKONAKPOE,HOPITAL DE DISTRICT,GRAND LOMÉ,NYEKONAKPOE
060013,CMS UTB CIRCULAIRE,HOPITAL DE DISTRICT,GRAND LOMÉ,NYEKONAKPOE
060014,CHU CAMPUS,CHU,GRAND LOMÉ,CAMPUS
060015,CHU SYLVANUS OLYMPIO,CHU,GRAND LOMÉ,TOKOIN
060017,CMS CACAVELI,HOPITAL DE DISTRICT,GRAND LOMÉ,CACAVELI
060018,CMS DJIDJOLE,HOPITAL DE DISTRICT,GRAND LOMÉ,DJIDJOLE
060019,CMS DOUMASSESSE,USP type II,GRAND LOMÉ,DOUMASSESSE
060021,PHARMACIE BON PASTEUR,PHARMACIE,GRAND LOMÉ,AGBOMSON-D'ALMEIDA MAWUSSE SESSE
060022,PHARMACIE ORCHIDEE,PHARMACIE,GRAND LOMÉ,AGLEBE AKOUWA MAWUSSI
060023,PHARMACIE LUMEN,PHARMACIE,GRAND LOMÉ,Tokoin Cassablanca
060024,PHARMACIE DE LA PAIX,PHARMACIE,GRAND LOMÉ,AHADJI TETE KATE
060025,PHARMACIE PROVIDENCE,PHARMACIE,GRAND LOMÉ,AWOUSSI AFIWA
060026,PHARMACIE 3èm ARRONDISSEMENT,PHARMACIE,GRAND LOMÉ,AHO YAO JOËL
060027,PHARMACIE SAINT KISITO,PHARMACIE,GRAND LOMÉ,ALOU KIKI ESSONANNA
060028,PHARMACIE SHALOM,PHARMACIE,GRAND LOMÉ,Agoè-cacaveli
060029,PHARMACIE VIE,PHARMACIE,GRAND LOMÉ,BALAKA LAOUKPESSA
060030,PHARMACIE AKOFA,PHARMACIE,GRAND LOMÉ,AHODIKPE-d'ALMEIDA DEDE DENISE
060031,PHARMACIE VITAFLORE,PHARMACIE,GRAND LOMÉ,AMAGLI DEDE AMESSIKO
060032,PHARMACIE DE L'ESPERANCE,PHARMACIE,GRAND LOMÉ,AITHNARD-NICOUE ELSA
060033,PHARMACIE MAELYS,PHARMACIE,GRAND LOMÉ,AMOUSSOU KPETO AMAVI AMELE NICOLE
060034,PHARMACIE POUR TOUS,PHARMACIE,GRAND LOMÉ,D'ALMEIDA AYIGAN OSSOKANAM
060037,PHARMACIE THERYA,PHARMACIE,GRAND LOMÉ,DODZRO YAWA
060038,PHARMACIE SARAH,PHARMACIE,GRAND LOMÉ,DAMARLY AYITE SELOM
060039,PHARMACIE DJIDJOLE-AKAHF,PHARMACIE,GRAND LOMÉ,"Lomé, Djidjolé, Avenue PYA"
060040,PHARMACIE DU MILLENAIRE,PHARMACIE,GRAND LOMÉ,AKPELI TATA KADJA
060041,PHARMACIE DES ROSES,PHARMACIE,GRAND LOMÉ,VAKPOSSITO
060042,PHARMACIE ELI - BERACA,PHARMACIE,GRAND LOMÉ,AYIKOE-GAVOH DEDE AFIWA
060043,PHARMACIE EXCELLENCE,PHARMACIE,GRAND LOMÉ,AGOE DEMAKPOE
060044,PHARMACIE AVE MARIA,PHARMACIE,GRAND LOMÉ,Face ENSF (Ecole Nationale des Sages Femmes) près du CHU S.O Tokoin-Hôpital
060045,PHARMACIE PROSPERITE,PHARMACIE,GRAND LOMÉ,AMOUZOU AGOLIKI AMEVI KAFUI
060046,PHARMACIE LUMIERE,PHARMACIE,GRAND LOMÉ,AYITE A. AYAYI
060047,PHARMACIE FOREVER,PHARMACIE,GRAND LOMÉ,TOKOIN-FOREVER
060048,PHARMACIE HEDZRANAWE,PHARMACIE,GRAND LOMÉ,BAYOR MOUSBAOU
060050,PHARMACIE CRISTAL,PHARMACIE,GRAND LOMÉ,DIALLO ABOUDOULATIF
060051,PHARMACIE KEGUE,PHARMACIE,GRAND LOMÉ,BABALIMA-BELLO BAKENEMA
060052,PHARMACIE SAINT MICHEL,PHARMACIE,GRAND LOMÉ,AGOE BRASSERIE BB
060053,PHARMACIE N-D DE MEDJ,PHARMACIE,GRAND LOMÉ,DORKENOO ADJOWAVI ENYONAM
060054,PHARMACIE SOLIDARITE,PHARMACIE,GRAND LOMÉ,Totsi
060055,PHARMACIE DU CENTRE,PHARMACIE,GRAND LOMÉ,
060056,PHARMACIE ST RAPHAEL,PHARMACIE,GRAND LOMÉ,DOSSEH ESSAVI ROBERTA
060057,PHARMACIE ST PAUL,PHARMACIE,GRAND LOMÉ,BODJONA YAO
060058,PHARMACIE DES LILAS,PHARMACIE,GRAND LOMÉ,APEDO KOFFI
060059,PHARMACIE DES ETOILES,PHARMACIE,GRAND LOMÉ,Quartier des Etoiles
060060,PHARMACIE BESDA,PHARMACIE,GRAND LOMÉ,DRAH KOKOU ATIDEKA P.
060061,PHARMACIE JAHNAP,PHARMACIE,GRAND LOMÉ,"DJANEYE NAPO, Pharmacien"
060062,PHARMACIE LA PATIENCE,PHARMACIE,GRAND LOMÉ,ASSOU AYAOVI
060063,PHARMACIE LE GALIEN,PHARMACIE,GRAND LOMÉ,ADIDOADIN
060064,PHARMACIE DE LA NATION,PHARMACIE,GRAND LOMÉ,ABASSEM PANIPAGNIDOU
060065,PHARMACIE AGOE- NYIVE,PHARMACIE,GRAND LOMÉ,DJANGBEDJA-SAMBIANI
060066,PHARMACIE JUSTINE,PHARMACIE,GRAND LOMÉ,BAGNAH-GAMON BIYA
060067,PHARMACIE LA REFERENCE,PHARMACIE,GRAND LOMÉ,ATAMEKLOE KOMIVI BIOVA
060068,PHARMACIE DE LA CITE,PHARMACIE,GRAND LOMÉ,AVENOU
060069,PHARMACIE EMMANUEL,PHARMACIE,GRAND LOMÉ,DRAVIE-AHIEKPO-DALMEIDA A. ENYONAM M-CLAIRE
060070,PHARMACIE CHARITE,PHARMACIE,GRAND LOMÉ,DJATO DJAGRI-KPANE N'BORTIME
060071,PHARMACIE ADJOLOLO,PHARMACIE,GRAND LOMÉ,Nyékonakpoè
060072,PHARMACIE VITAS,PHARMACIE,GRAND LOMÉ,
060073,PHARMACIE BON SECOURS,PHARMACIE,GRAND LOMÉ,
060074,PHARMACIE BAH,PHARMACIE,GRAND LOMÉ,BAH-TRAORE ARIZOUMA
060075,PHARMACIE DE LA LIBERATION,PHARMACIE,GRAND LOMÉ,TOKOIN TRESOR
060076,PHARMACIE FRATERNITE,PHARMACIE,GRAND LOMÉ,ATTISE GBEASSOR AMEYO
060077,PHARMACIE ECLAIR,PHARMACIE,GRAND LOMÉ,D'ALMEIDA AKOUETE GEORGES
060078,PHARMACIE VIGUEUR,PHARMACIE,GRAND LOMÉ,BAKOMA BATOMAYENA
060079,PHARMACIE DU PORT,PHARMACIE,GRAND LOMÉ,ACAKPO-ADDRA-A. BAYI MIMOWALE
060080,PHARMACIE DE LA GARE,PHARMACIE,GRAND LOMÉ,EDOH AFUA
060081,PHARMACIE GBEZE,PHARMACIE,GRAND LOMÉ,ALOKPA KODZOVI
060082,PHARMACIE AKODESSEWA,PHARMACIE,GRAND LOMÉ,D'ALMEIDA AKUAVI
060083,PHARMACIE CHRIST ROI,PHARMACIE,GRAND LOMÉ,EQUAGOO KODJO MESSAN
060084,PHARMACIE LE DESTIN,PHARMACIE,GRAND LOMÉ,EDORH S. MAWUTODJI
060085,PHARMACIE MAWULE,PHARMACIE,GRAND LOMÉ,D'ALMEIDA AMAH MAWULE ERIC
060086,PHARMACIE FIDELIA,PHARMACIE,GRAND LOMÉ,ESSAW-GABA NAMBEH MARIE- C
060087,PHARMACIE DE L'UNION,PHARMACIE,GRAND LOMÉ,EKUE-DOVI-AKUE KOKOE DJIDOUTO E.
060088,PHARMACIE KODJOVIAKOPE,PHARMACIE,GRAND LOMÉ,D'ALMEIDA AYAYI B.
060089,PHARMACIE DU PEUPLE,PHARMACIE,GRAND LOMÉ,Nukafu
060091,PHARMACIE LA MISERICORDE,PHARMACIE,GRAND LOMÉ,FANTOHOU KOFFI KASSEGNE
060092,PHARMACIE DU POINT E,PHARMACIE,GRAND LOMÉ,FONGBEMI KOMLAN
060093,PHARMACIE LA GRACE,PHARMACIE,GRAND LOMÉ,Agoè-Nyivé face au stade
060094,PHARMACIE VITALIS,PHARMACIE,GRAND LOMÉ,GABA AYI NJOMO
060096,PHARMACIE DEO GRATIAS,PHARMACIE,GRAND LOMÉ,GBEDEY-LAWSON MIHIAM AYABAVI
060097,PHARMACIE BETHEL,PHARMACIE,GRAND LOMÉ,ADJOVI-DISSOU DJOWOASSI FADJO
060098,PHARMACIE BAGUIDA,PHARMACIE,GRAND LOMÉ,GBEGNEDI KODJOGAN
060099,PHARMACIE DE LA MAIRIE,PHARMACIE,GRAND LOMÉ,AGBEMEBIA-AGBASSA AMAVI
060101,PHARMACIE ACTUEL,PHARMACIE,GRAND LOMÉ,AGBETRA LAMTOUKOU
060102,PHARMACIE POPULAIRE,PHARMACIE,GRAND LOMÉ,GONCALVES-DRAVIE AHOEFA
060103,PHARMACIE EPIPHANIA,PHARMACIE,GRAND LOMÉ,AGBOKPE TOTEKPOMAWU K.
060104,PHARMACIE EDEN,PHARMACIE,GRAND LOMÉ,HAINGA PASSAMA
060106,PHARMACIE APOLLON,PHARMACIE,GRAND LOMÉ,KAVEGUE ADJOVI
060108,PHARMACIE SOURCE DE VIE,PHARMACIE,GRAND LOMÉ,Tokoin
060109,PHARMACIE VERSEAU,PHARMACIE,GRAND LOMÉ,Baguida
060110,PHARMACIE YEM- BLA,PHARMACIE,GRAND LOMÉ,TOKOIN WUITI
060112,PHARMACIE KOUESSAN,PHARMACIE,GRAND LOMÉ,Kégué
060113,PHARMACIE LAUS DEO,PHARMACIE,GRAND LOMÉ,Adidoadin
060114,PHARMACIE DE VIE,PHARMACIE,GRAND LOMÉ,BALAKA LAOUKPESSA
060115,PHARMACIE EMMAUS,PHARMACIE,GRAND LOMÉ,AGOE DEMAKPOE
060118,PHARMACIE HOPITAL,PHARMACIE,GRAND LOMÉ,NIMON ENI
060119,PHARMACIE DE L'AMITIE,PHARMACIE,GRAND LOMÉ,KIDIFEMA ASSOTI YAO M.
060121,PHARMACIE JEANNE D'ARC,PHARMACIE,GRAND LOMÉ,RUE SYLVANUS OLYMPIO
060122,PHARMACIE ENOULI,PHARMACIE,GRAND LOMÉ,KODJO ANKU
060123,PHARMACIE DU BOULEVARD,PHARMACIE,GRAND LOMÉ,LAWSON DRACKEY A. LATE
060124,PHARMACIE CLOPKE,PHARMACIE,GRAND LOMÉ,PAKAYI SATO EYASSAMA
060125,PHARMACIE OSSAN,PHARMACIE,GRAND LOMÉ,KOFFI Abra Délali
060126,PHARMACIE ROBERTSON,PHARMACIE,GRAND LOMÉ,"607, Avenue François MITTERAND, Nyékonakpoé"
060127,PHARMACIE VERTE,PHARMACIE,GRAND LOMÉ,"KLIKAME, AVENUE DE LA CHANCE / FACE A LA NOUVELLE DIRECTION TOGOCEL"
060128,PHARMACIE SAINTE MARIE,PHARMACIE,GRAND LOMÉ,"QUASHIE-JOHNSON GUIGUI ENYONAM, TOKOIN RAMCO"
060129,PHARMACIE DIEUDONNE,PHARMACIE,GRAND LOMÉ,KOHOE KOMI
060130,PHARMACIE DU GRAND MARCHE,PHARMACIE,GRAND LOMÉ,ROGER-AGBOKOU REGINE MARCELLE A.
060131,PHARMACIE BIOVA,PHARMACIE,GRAND LOMÉ,MABOUDOU DEDE BIOVA
060132,PHARMACIE DES ECOLES,PHARMACIE,GRAND LOMÉ,SALOU MOUNEROU
060133,PHARMACIE DE KPEHENOU,PHARMACIE,GRAND LOMÉ,MASSOUGBODJI KOFFI
060134,PHARMACIE BEL AIR,PHARMACIE,GRAND LOMÉ,SEDDOH-MENSAH AYAWOVI EDEM
060135,PHARMACIE SAINTE RITA,PHARMACIE,GRAND LOMÉ,SEGLA YAO M.
060136,PHARMACIE LA SANTE,PHARMACIE,GRAND LOMÉ,SOSSAVI ADJOVI
060137,PHARMACIE DE L'HOPITAL,PHARMACIE,GRAND LOMÉ,SOSSOUKPE MAWUSSUTE
060138,PHARMACIE NOTRE DAME DE LA TRINITE,PHARMACIE,GRAND LOMÉ,Bd de la Paix après Super Taco
060139,PHARMACIE ADIDOGOME,PHARMACIE,GRAND LOMÉ,"Lomé, Adidogomé, face au camp du 2ème RI, route de Kpalimé"
060140,PHARMACIE ESPACE- VIE,PHARMACIE,GRAND LOMÉ,AGOE
060141,PHARMACIE ST JOSEPH,PHARMACIE,GRAND LOMÉ,KOMLAN-GAYIBOR KUAMBA
060142,PHARMACIE TAKOE,PHARMACIE,GRAND LOMÉ,TAMAKLOE KOFFI AKPEYEDZE T. E.
060143,PHARMACIE ADONAI,PHARMACIE,GRAND LOMÉ,AGOE NYIVE PLANTATION
060144,PHARMACIE EL SHADAI,PHARMACIE,GRAND LOMÉ,TCHALARE OUNO ZIMARE
060145,PHARMACIE SAINT ANTOINE,PHARMACIE,GRAND LOMÉ,MATTHIA APOKO MIREILLE M.
060146,PHARMACIE DE GBOSSIME,PHARMACIE,GRAND LOMÉ,GBOSSIME
060147,PHARMACIE AVEPOZO,PHARMACIE,GRAND LOMÉ,AVEPOZO
060148,PHARMACIE CARREFOUR,PHARMACIE,GRAND LOMÉ,"TIGNOKPA KOUASSI MARTIN, AUT 0225/08/MS/CAB/DGS/DPLET"
060149,PHARMACIE SAVANA,PHARMACIE,GRAND LOMÉ,MINTOUMBA YENDOUMBAN
060150,PHARMACIE 2000,PHARMACIE,GRAND LOMÉ,MOEVI AKAKPO ADOUDE KIKI
060151,PHARMACIE LE JOURDAIN,PHARMACIE,GRAND LOMÉ,AGOE
060152,PHARMACIE LE BON SAMARITAIN,PHARMACIE,GRAND LOMÉ,KPODAR KAYI JULIENNE
060153,PHARMACIE DU CAMPUS,PHARMACIE,GRAND LOMÉ,Adéwui sur le Boulevard de la Kara
060154,PHARMACIE DE L'OCAM,PHARMACIE,GRAND LOMÉ,MOEVI D'ALMEIDA POWOVI
060155,PHARMACIE LE PROGRES,PHARMACIE,GRAND LOMÉ,KPOGAN KOMI
060156,PHARMACIE ISIS,PHARMACIE,GRAND LOMÉ,TSANGUE-AKEMAKOU SONIA SYLVIE P.
060157,PHARMACIE OCEANE,PHARMACIE,GRAND LOMÉ,KPOTSRA AMETEPE A. A. K.
060158,PHARMACIE APOTHEKA,PHARMACIE,GRAND LOMÉ,YWASSA-TELOU WEN'BAMAKA DODJI
060159,PHARMACIE DE L'AEROPORT,PHARMACIE,GRAND LOMÉ,MOROUMA-TISSOGBA GOMAYENA
060161,PHARMACIE SATIS,PHARMACIE,GRAND LOMÉ,AGOE LOGOPE
060162,PHARMACIE DES APOTRES,PHARMACIE,GRAND LOMÉ,LAVON KOSSIWA DADO
060163,PHARMACIE RAOUDHA,PHARMACIE,GRAND LOMÉ,NAMBIEMA ADJATOU
060164,PHARMACIE DES OLIVIERS,PHARMACIE,GRAND LOMÉ,N'DANU TOMETY ABLAVI
060165,PHARMACIE ST ANTOINE,PHARMACIE,GRAND LOMÉ,MATTHIA APOKO MIREILLE M.
060166,PHARMACIE SAINT ESPRIT,PHARMACIE,GRAND LOMÉ,"Lomé, Kégué, route Kégué-agoè, face Lycée Agoè-Est"
060168,CMS BE ATTIKOUME,USP type II,GRAND LOMÉ,Attikoumé
060169,CMS TOKOIN ELAVANYO,USP type II,GRAND LOMÉ,
060171,CHR LOME COMMUNE,CHR,GRAND LOMÉ,
060172,CMS KATANGA,USP type II,GRAND LOMÉ,
060175,CMS ADAWLATO,USP type II,GRAND LOMÉ,
060178,INFIRMERIE DU CORPS DES SAPEURS POMPIERS,USP type II,GRAND LOMÉ,
060180,CENTRE MEDICAL DES ARMEES GENDARMERIE NATIONALE (CMA GN),HOPITAL DE DISTRICT,GRAND LOMÉ,
060181,CENTRE HOSPITALIER DES ARMEES DE LOME (CHAL),CHR,GRAND LOMÉ,
060182,CENTRE MEDICAL DES FAMILLES (CMF),HOPITAL DE DISTRICT,GRAND LOMÉ,
060183,CENTRE MEDICAL DES ARMEES BASE TRANSPORT DE LOME/CENTRE ENTRAINEMENT DES TROUPES AEROPORTEES (CMA BTL/CETAP),HOPITAL DE DISTRICT,GRAND LOMÉ,
060184,CENTRE MEDICAL DES ARMEES REGIMENT COMMANDO DE LA GARDE PRESIDENTIELLE (CMA RCGP,HOPITAL DE DISTRICT,GRAND LOMÉ,
060185,CENTRE MEDICAL DES ARMEES ECOLE DU SERVICE DE SANTE DES ARMEES (CMA ESSAL),USP type II,GRAND LOMÉ,
060186,POSTE DE SECOURS MARINE NATIONALE (PS MN),USP type II,GRAND LOMÉ,
060188,CMS POLICE NATIONALE,HOPITAL DE DISTRICT,GRAND LOMÉ,"Lomé, Nukafu"
060189,INFIRMERIE DE LA DIRECTION GENERALE DE LA DOUANE,USP type I,GRAND LOMÉ,
060190,INSTITUT NATIONAL D'HYGIENE,CHU,GRAND LOMÉ,
060191,INFIRMERIE CAMP DES GARDIENS DE PREFECTURE,POLYCLINIQUE,GRAND LOMÉ,
060192,CENTRE MEDICAL DES GARDIENS DES EAUX ET FORETS,USP type I,GRAND LOMÉ,
